module	method	path	server_evidence	mobile_evidence	auth	role	port_status
admin_groups_create	POST	/api/mobile/admin/candidate-groups	app/Http/Controllers/Mobile/PollController.php	mobile/src/components/admin/api.ts	bearer	admin|superadmin	implemented
admin_groups_update	PUT	/api/mobile/admin/candidate-groups/{id}	app/Http/Controllers/Mobile/PollController.php	mobile/src/components/admin/api.ts	bearer	admin|superadmin	implemented
admin_groups_delete	DELETE	/api/mobile/admin/candidate-groups/{id}	app/Http/Controllers/Mobile/PollController.php	mobile/src/components/admin/api.ts	bearer	admin|superadmin	implemented
admin_groups_reorder	POST	/api/mobile/admin/candidate-groups/reorder	app/Http/Controllers/Mobile/PollController.php	mobile/src/components/admin/api.ts	bearer	admin|superadmin	implemented
admin_groups_default	POST	/api/mobile/admin/candidate-groups/{id}/default	app/Http/Controllers/Mobile/PollController.php	mobile/src/components/admin/api.ts	bearer	admin|superadmin	implemented
admin_users_list	GET	/api/mobile/admin/users	app/Http/Controllers/Mobile/AdminUserController.php	mobile/src/features/Admin/usersApi.ts	bearer	superadmin	implemented
admin_users_create	POST	/api/mobile/admin/users	app/Http/Controllers/Mobile/AdminUserController.php	mobile/src/features/Admin/usersApi.ts	bearer	superadmin	implemented
admin_users_delete	DELETE	/api/mobile/admin/users/{user}	app/Http/Controllers/Mobile/AdminUserController.php	mobile/src/features/Admin/usersApi.ts	bearer	superadmin	implemented
admin_users_ban	POST	/api/mobile/admin/users/{user}/toggle-ban	app/Http/Controllers/Mobile/AdminUserController.php	mobile/src/features/Admin/usersApi.ts|mobile/src/features/Transit/api.ts	bearer	admin|transit_admin|superadmin	implemented
candidate_upload	POST	/api/mobile/admin/uploads	app/Http/Controllers/Mobile/AdminUploadController.php	mobile/src/components/admin/api.ts|mobile/src/lib/api/uploads.ts	bearer	admin|superadmin	implemented
warnings	GET	/api/mobile/warnings	app/Http/Controllers/Mobile/WarningsController.php	mobile/src/features/Warnings/api.ts	public	none	implemented
warnings_upstream	GET	https://news.jard.chat/?category=warnings&tab=all	app/Services/PublicContent/WarningsFeedService.php	mobile/src/features/Warnings/api.ts	public	none	direct-external
